Agency,Description,Uploaded on,Link,Saved
USAID,USAID SOUTHERN AFRICA MOBIL...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067423C00001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$11,166,962.56"
USAID,"TO PROVIDE MONITORING, EVAL...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA19M00017&modNumber=P00023&idvAgencyID=&idvPIID=GS00F280GA&contractType=AWARD,"$11,249,369.36"
USAID,USAID INVESTMENT PROMOTION ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051925F00001&modNumber=P00001&idvAgencyID=&idvPIID=72051924D00003&contractType=AWARD,"$6,789,491.43"
USAID,NEW AWARD CALLED ADVANCING ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22N00002&modNumber=P00010&idvAgencyID=&idvPIID=47QRAD20DU128&contractType=AWARD,"$12,014,996.29"
USAID,THE PURPOSE OF THIS ACTIVIT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051422F00005&modNumber=P00006&idvAgencyID=&idvPIID=72051421D00008&contractType=AWARD,"$12,148,409.36"
USAID,"EEI/CCS TECHNICAL, OPERATIO...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21N00001&modNumber=P00017&idvAgencyID=&idvPIID=47QRAD20D1105&contractType=AWARD,"$12,173,354.37"
USAID,THE INCLUSIVE DEVELOPMENT A...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00016&modNumber=P00005&idvAgencyID=&idvPIID=7200AA20D00018&contractType=AWARD,"$12,633,067.14"
USAID,THE PURPOSE OF THIS TASK OR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA19F00024&modNumber=P00013&idvAgencyID=&idvPIID=7200AA18D00012&contractType=AWARD,"$12,776,060"
USAID,THE HUMAN RIGHTS FOR PEACE ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051423C00002&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,279,255"
USAID,EUROPE AND EURASIA INSTITUT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00042&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$12,989,208.42"
USAID,CAR ACCOUNTING SUPPORT SERV...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00024&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$13,686,668.2"
USAID,TASK ORDER (RFTOP) FOR CONT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24F00003&modNumber=P00002&idvAgencyID=&idvPIID=7200AA23D00007&contractType=AWARD,"$13,984,179"
USAID,THE REGIONAL TRADE AND INVE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051924F00005&modNumber=P00001&idvAgencyID=&idvPIID=72051924D00005&contractType=AWARD,"$14,341,654"
USAID,USAID PRIVATE SECTOR DEVELO...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72011424C00004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$14,498,129"
USAID,UNITED STATES AGENCY FOR IN...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22C00051&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$14,833,791.58"
USAID,THE PURPOSE OF THIS CONTRAC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72068822C00001&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$15,656,468"
USAID,THE GOAL PURSUED IN THE USA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051423C00001&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,876,496.24"
USAID,THE GOAL OF THE WTS BPA UND...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F50030&modNumber=P00004&idvAgencyID=&idvPIID=7200AA22A00006&contractType=AWARD,"$15,768,244.29"
USAID,The purpose of this Requisi...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21C00063&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,461,176.14"
USAID,CFO/CMP Financial Services ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00050&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$15,885,065.57"
USAID,THE PURPOSE OF THIS CONTRAC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00014&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0294V&contractType=AWARD,"$16,439,605"
USAID,THIS ACTIVITY WOULD BE A CO...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22C00050&modNumber=P00021&idvAgencyID=&idvPIID=&contractType=AWARD,"$16,699,400.04"
USAID,The purpose of this Task Or...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00009&modNumber=P00002&idvAgencyID=&idvPIID=GS00F061GA&contractType=AWARD,"$17,385,781.63"
USAID,THE PURPOSE OF USAID BIODIV...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036723C00001&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$17,596,765"
USAID,THE PURPOSE OF THIS TASK OR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72039124N00001&modNumber=P00001&idvAgencyID=&idvPIID=GS00Q14OADU138&contractType=AWARD,"$17,696,259.88"
USAID,Global Learning Solutions &...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F50017&modNumber=P00013&idvAgencyID=&idvPIID=7200AA22A00006&contractType=AWARD,"$17,360,767"
USAID,AWARD FOR THE TASA TASK ORD...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00001&modNumber=P00007&idvAgencyID=&idvPIID=7200AA20D00003&contractType=AWARD,"$18,096,215.32"
USAID,IPI/GEWE WORLDWIDE TRAININ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24F50020&modNumber=P00004&idvAgencyID=&idvPIID=7200AA22A00006&contractType=AWARD,"$18,257,633"
USAID,THIS M&E TASK ORDER PROVIDE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72061724F00001&modNumber=0&idvAgencyID=&idvPIID=72061724D00004&contractType=AWARD,"$18,571,181"
USAID,"Vetting Analyst, Watch Offi...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00025&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,"$18,444,099.56"
USAID,THIS CONTRACT WILL BE THE P...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24N00010&modNumber=P00001&idvAgencyID=&idvPIID=47QRAD20D8128&contractType=AWARD,"$19,269,471.72"
USAID,THE WORKFORCE ACTIVITY WILL...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026321C00003&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$9,359,968"
USAID,Institutional Support Contr...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00109&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"$19,835,976.91"
USAID,Washington Real Estate Stra...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24C00057&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$19,957,858.48"
USAID,Institutional Service Contr...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00082&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,"$20,724,268.89"
USAID,THE PURPOSE OF THIS SOLICIT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00011&modNumber=P00004&idvAgencyID=&idvPIID=GS10F0218U&contractType=AWARD,"$21,184,226.31"
USAID,THE NEXT GENERATION EARLY G...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72061222N00001&modNumber=P00006&idvAgencyID=&idvPIID=47QRAD20DU117&contractType=AWARD,"$21,429,813.43"
USAID,USAID Southern Africa Resil...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067424F00007&modNumber=0&idvAgencyID=&idvPIID=7200AA22D00018&contractType=AWARD,"$22,373,645.94"
USAID,SERVICES WILL DIRECTLY ENHA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00015&modNumber=P00004&idvAgencyID=&idvPIID=GS00F193DA&contractType=AWARD,"$22,696,586.37"
USAID,THIS REQUISITION IS TO INIT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026820C00003&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$22,783,061"
USAID,BUILDING CLIMATE RESILIENCE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052222C00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$23,719,776"
USAID,USAID/HONDURAS PUBLIC EFFEC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052224F00001&modNumber=P00001&idvAgencyID=&idvPIID=72052224D00001&contractType=AWARD,"$19,577,564"
USAID,Future (FtF) Bangladesh Inc...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72038824C00003&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$26,986,072"
USAID,USAID/NEPAL EARLY GRADE LEA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72036723C00002&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$27,127,274"
USAID,Initial REQ for Strategic P...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1021M00005&modNumber=P00057&idvAgencyID=&idvPIID=GS35F0609S&contractType=AWARD,"$26,483,484.14"
USAID,IDIQ # 1: Northern Region -...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72065622D00009&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV,"$3,987,176"
USAID,THE TIF ACTIVITY IS A FIVE-...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$28,564,309"
USAID,USAID LOCAL GOVERNANCE SOLU...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72051924F00008&modNumber=0&idvAgencyID=&idvPIID=72051924D00002&contractType=AWARD,"$29,187,321.29"
USAID,THE GOOD GOVERNANCE ACTIVIT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72066023C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$29,493,974"
USAID,"DG: SOLICIT, NEGOTIATE AND ...",2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00004&modNumber=P00001&idvAgencyID=&idvPIID=7200AA21D00016&contractType=AWARD,"$31,445,638"
USAID,Improving Learning Outcomes...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22N00008&modNumber=P00009&idvAgencyID=&idvPIID=47QRAD21DU101&contractType=AWARD,"$31,527,224.54"
USAID,USAID WEST BANK & GAZA ARCH...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00007&modNumber=P00001&idvAgencyID=&idvPIID=72029424D00002&contractType=AWARD,"$32,200,000"
USAID,USAID Employee Assistance P...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00004&modNumber=P00008&idvAgencyID=&idvPIID=GS10F0418Y&contractType=AWARD,"$32,592,162.3"
USAID,INITIAL OBLIGATION FOR USAI...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20F00004&modNumber=P00012&idvAgencyID=&idvPIID=7200AA19D00019&contractType=AWARD,"$32,895,832"
USAID,TAP EG TECHNICAL ASSISTANCE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22N00006&modNumber=P00016&idvAgencyID=&idvPIID=47QRAD20D1072&contractType=AWARD,"$33,223,650.28"
USAID,The primary focus of RISSA ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21N00007&modNumber=P00021&idvAgencyID=&idvPIID=47QRAD20D1194&contractType=AWARD,"$33,345,561.14"
USAID,PREVENTION AND RESPONSE TO ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72052024C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$33,732,784"
USAID,THE PURPOSE OF THIS CONTRAC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72061124N00001&modNumber=P00002&idvAgencyID=&idvPIID=47QRAD20D1105&contractType=AWARD,"$36,991,002.67"
USAID,Pacific Islands Climate Fin...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72049224C00002&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$37,359,125"
USAID,The contractor shall provid...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24M00011&modNumber=P00001&idvAgencyID=&idvPIID=GS00F356GA&contractType=AWARD,"$37,842,311.23"
USAID,BUILDING EVIDENCE FOR DECIS...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00020&modNumber=P00008&idvAgencyID=&idvPIID=47QRAA20D001M&contractType=AWARD,"$40,983,092"
USAID,USAID|KENYA AND EAST AFRICA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72061524F00003&modNumber=P00002&idvAgencyID=&idvPIID=72062323D00010&contractType=AWARD,"$40,991,781.51"
USAID,EMPOWERING EAST AND CENTRAL...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067423C00003&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$41,267,577"
USAID,THE CONTRACTOR SHALL PROVID...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22M00001&modNumber=P00009&idvAgencyID=&idvPIID=47QRAD20D1100&contractType=AWARD,"$41,313,155.94"
USAID,IMPLEMENTATION OF THE CTC G...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00017&modNumber=P00004&idvAgencyID=&idvPIID=7200AA21D00024&contractType=AWARD,"$42,828,386.67"
USAID,THE PURPOSE OF THIS CONTRAC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24N00011&modNumber=0&idvAgencyID=&idvPIID=47QRAD20D8179&contractType=AWARD,"$43,118,728.34"
USAID,BUILDING EVIDENCE FOR DECIS...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00009&modNumber=P00010&idvAgencyID=&idvPIID=GS00F193DA&contractType=AWARD,"$43,281,504.08"
USAID,USAID REVENUE AND EXPENDITU...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72012125C00003&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$43,370,754"
USAID,USAID WEST BANK & GAZA ARCH...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00008&modNumber=P00001&idvAgencyID=&idvPIID=72029424D00002&contractType=AWARD,"$43,924,999.33"
USAID,USAID/OTI INSTITUTIONAL SUP...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=720CPS21M00002&modNumber=P00015&idvAgencyID=&idvPIID=47QRAD20D1016&contractType=AWARD,"$44,218,464.57"
USAID,EXPLORE MIDDLE EAST AND NOR...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21F00008&modNumber=P00003&idvAgencyID=&idvPIID=7200AA19D00020&contractType=AWARD,"$45,960,893"
USAID,Provide procurement support...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA19M00003&modNumber=P00054&idvAgencyID=&idvPIID=GS00F120DA&contractType=AWARD,"$47,826,001.89"
USAID,TO EXPLORE SWIFT 5-Programs...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21F00010&modNumber=P00001&idvAgencyID=&idvPIID=7200AA19D00030&contractType=AWARD,"$47,878,774"
USAID,THE PURPOSE OF THIS CONTRAC...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22M00002&modNumber=P00008&idvAgencyID=&idvPIID=47QRAA20D0042&contractType=AWARD,"$48,535,596.15"
USAID,THE AWARD WILL CONTRIBUTE T...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067424C00002&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$52,733,286"
USAID,CATALYZE BLENDED CAPITAL IN...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA19C00080&modNumber=P00019&idvAgencyID=&idvPIID=&contractType=AWARD,"$53,504,152.38"
USAID,MESA S OBJECTIVE IS TO STRE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72011722F00002&modNumber=P00004&idvAgencyID=&idvPIID=7200AA19D00029&contractType=AWARD,"$54,036,077.37"
USAID,The purpose of GISR MENA is...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA18M00014&modNumber=P00030&idvAgencyID=&idvPIID=GS00Q14OADU138&contractType=AWARD,"$54,102,116.64"
USAID,IRAQ TOGETHER (MA'N),2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026724N00001&modNumber=P00001&idvAgencyID=&idvPIID=47QRAD20DU117&contractType=AWARD,"$54,204,539"
USAID,FINANCIAL SECTOR REFORM ACT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72012122C00002&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,"$54,670,092"
USAID,CREATION OF THE PDEX AWARD,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22C00032&modNumber=P00014&idvAgencyID=&idvPIID=&contractType=AWARD,"$55,401,578.53"
USAID,Empowering Southern Africa ...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067424C00001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$56,492,569"
USAID,THE EMPOWER NIGERIA PROGRAM...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72067425C00001&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$59,599,256"
USAID,THE PURPOSE OF ADVANCING LE...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23N00007&modNumber=P00003&idvAgencyID=&idvPIID=47QRAD20D1072&contractType=AWARD,"$61,929,203"
USAID,THIS IS A NEW CONTRACT TO I...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026821C00001&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"$63,214,054"
USAID,THE ACCELERATE ACTIVITY AIM...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24C00062&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$64,496,011"
USAID,NEW SCIENCE FOR DEVELOPMENT...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00112&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$66,601,670.08"
USAID,REFS/CEIC/INFRASTRUCTURE (I...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24F00004&modNumber=P00001&idvAgencyID=&idvPIID=7200AA21D00008&contractType=AWARD,"$70,000,089.65"
USAID,GREEN RECOVERY INVESTMENT P...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22C00044&modNumber=P00012&idvAgencyID=&idvPIID=&contractType=AWARD,"$80,198,329.45"
USAID,EPIC IDEAS,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00091&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$75,766,954.43"
USAID,THE PURPOSE OF PSE SCALE IS...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23M00002&modNumber=P00005&idvAgencyID=&idvPIID=GS10F0188V&contractType=AWARD,"$92,024,979.82"
USAID,SWIFT-5 OTI LIBYA INITIAL F...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21F00009&modNumber=P00003&idvAgencyID=&idvPIID=7200AA19D00015&contractType=AWARD,"$132,770,259"
USAID,THE ASIA FUTURES ACTIVITY I...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24N00009&modNumber=P00001&idvAgencyID=&idvPIID=47QRAD20DU148&contractType=AWARD,"$142,984,456.53"
USAID,In partnership with Prosper...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21C00056&modNumber=P00030&idvAgencyID=&idvPIID=&contractType=AWARD,"$159,503,648.66"
USAID,DIGITAL STRATEGY IMPLEMENTA...,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00131&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,"$161,490,250.97"
USAID,PPL/LER New IDIQs,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20D00014&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,$0.35
USAID,PPL/LER new Evaluation IDIQs,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20D00019&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=IDV,$0
USAID,New PPL/LER Evaluation IDIQs,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA20D00023&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,"$18,171,886.59"
